id,happiness_d,sadness_d,fear_d,anger_d,surprise_d,disgust_d,age_d,gender_d,edu_d,race_d,race_d_5_TEXT,employment_d,political_d,class_d,ladder_d,happiness_ai,sadness_ai,fear_ai,anger_ai,surprise_ai,disgust_ai,happiness_r,sadness_r,fear_r,anger_r,surprise_r,disgust_r,understood,validated,affirmed,seen,accepted,caredfor,accuracy1,accuracy2,knewmean_p,knewmean_b,understood_p,understood_b,close_p,connect_p,trust_p,close_b,connect_b,trust_b,lonely,connected,distressed,excited,upset,guilty,scared,enthusiastic,ashamed,nervous,happy,sad,surprised,hopeful,optimistic,ambivalent,uneasy,unnerved,creeped,uncomfortable,bothered,loneliness1,loneliness2,loneliness3,convey.thoughts,have.exp,longing.or.hoping,exp.embrssment,understand.feeling,feel.afraid,feel.hungry,exp.joy,remember,tell.right.from.wrong,exp.pain,personality,make.plans,exp.pleasure,exp.pride,exp.anger,self.restraint,think,familiar_bing,familiar_gpt,familiar_bard,often_bing,often_gpt,often_bard,atti_bing,atti_gpt,atti_bard,loneliness,responseR,labelR,empathicaccuracy.ai,empathicaccuracy.r,experience,agency,feelheard,accuracy,understoodme,connection,statelonely,excitement,hope,fear,discomfort,distress,shame
5d6c5cca8cb0f70001b1fac5,1,7,5,1,3,4,42,Female,6,3,,9,1,4,7,1,6,4,5,3,4,1,6,5,6,5,5,6,6,6,6,6,6,6,6,4,NA,5,NA,4,4,4,NA,NA,NA,5,4,3,1,4,4,5,1,1,6,1,4,4,2,2,2,4,5,6,6,6,2,4,2,5,1,1,1,1,1,1,1,6,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2.666666667,human response,human label,1,1.5,1,3.142857143,6,6,4.5,4,4.5,1,2,5.5,5,4.25,2.5
615bb35e52d50aa9a2ae6747,2,4,3,2,3,1,44,female,3,3,,10,3,1,3,1,5,6,4,2,3,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,7,NA,7,NA,NA,NA,5,5,5,1,6,1,2,1,1,1,4,1,2,4,2,1,7,6,2,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,2,6,2,1,2,0,2,ai response,ai label,1.666666667,NA,4,4,7,7,7,5,3.5,3,6.5,1.5,1,1.25,1
59e7477e3e4b5a00016aa4d2,1,1,1,1,1,1,58,male,5,3,,9,4,3,6,1,5,3,6,2,4,1,6,1,3,3,3,6,6,6,6,6,6,6,6,6,NA,6,NA,6,5,5,NA,NA,NA,1,7,1,7,1,1,1,7,1,1,7,1,4,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,4,4,1,7,5,1,5,3,0,0,0,1,human response,human label,2.5,1.833333333,1,3.142857143,6,6,6,5.333333333,4,7,7,1,1,1,1
5d57f9cdedef630016280505,1,1,1,4,1,1,49,Male,3,3,,9,5,3,5,1,6,4,5,3,2,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,NA,7,NA,1,1,4,NA,NA,NA,1,7,1,7,1,1,1,7,1,1,7,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,7,1,1,1,1,1,4,7,1,1,7,1,0,2,0,1,ai response,human label,2,NA,1,2.285714286,7,7,7,2,4,7,7,1,1,1,1
641363233e3398da82fcb757,5,3,6,1,1,1,30,Female,5,3,,9,1,2,5,2,6,5,3,2,1,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,6,6,NA,7,NA,7,NA,NA,NA,6,6,7,4,3,1,6,1,1,2,5,1,4,5,1,4,7,7,3,1,1,1,1,1,4,5,5,4,4,1,1,4,1,1,1,7,6,1,2,5,1,1,1,7,6,3,6,1,1,3,1,1,3,0,4.666666667,ai response,ai label,1.666666667,NA,1.363636364,5.571428571,7,6,7,6.333333333,3.5,5.5,7,3,1,1,1
64875be76d98311f043edb55,2,5,6,5,1,5,60,Female,5,3,,13,3,3,6,1,5,4,3,2,2,2,3,5,3,1,1,4,4,4,4,4,4,3,4,NA,3,NA,3,NA,NA,NA,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4,4,2,3,2,3,2,3,5,4,2,3,6,2,3,5,6,5,5,5,1,5,4,1,1,1,0,3,human response,ai label,1.5,1.5,2.909090909,4.571428571,4,3.5,3,3,3,3,3,3,3,3.25,3
63bdca370b6ae7fa1786ce11,2,6,6,3,1,1,52,Male,4,3,,9,2,2,5,1,6,5,5,3,2,1,7,7,5,1,3,6,6,6,6,6,6,6,6,6,NA,6,NA,6,6,6,NA,NA,NA,2,2,4,2,5,3,4,1,1,5,2,5,1,1,2,2,4,4,1,5,4,2,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,0,1,0,2,human response,human label,1.166666667,1.166666667,1,1.571428571,6,6,6,6,2,1.5,1.5,4.5,4.333333333,4.5,2
611e6704567a73202f78bef7,1,6,1,2,1,4,41,Male,5,3,,9,2,4,7,1,6,4,5,3,4,1,6,2,5,4,5,6,6,6,7,6,6,7,7,7,NA,6,NA,5,5,5,NA,NA,NA,4,5,2,1,3,2,1,3,1,1,4,5,1,3,4,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,7,5,1,2,6,1,1,1,1,2,4,7,1,3,6,1,-2,-2,-2,2,human response,human label,1.333333333,1.333333333,1.181818182,3.428571429,6.166666667,7,6.5,5,4.5,2,3.5,1,1.666666667,3,1.5
63cff43985317bac287a325f,2,2,3,2,3,3,44,male,6,3,,9,1,3,5,2,4,5,6,1,3,NA,NA,NA,NA,NA,NA,5,5,5,7,5,6,5,6,6,NA,5,NA,6,6,6,NA,NA,NA,1,6,1,3,1,1,1,6,1,2,6,1,5,6,6,2,1,1,2,2,1,2,2,2,4,1,1,1,2,1,1,1,7,4,1,2,5,1,1,1,4,2,4,5,2,2,4,2,2,2,2,2,ai response,human label,1.666666667,NA,1.090909091,4,5.5,5.5,5.5,6,3.5,4.5,6,1.5,1.333333333,1,1
55ed87f0748092000baa9a0b,2,3,1,1,1,1,48,male,5,3,,9,4,2,4,1,6,5,4,3,2,1,6,6,4,2,2,5,4,2,2,4,4,2,3,NA,4,NA,4,NA,NA,NA,1,1,3,2,4,1,1,1,1,1,5,1,1,6,1,1,4,5,1,1,1,1,2,1,4,3,4,2,1,1,1,3,1,1,1,2,2,1,3,2,1,1,1,1,2,7,7,5,6,7,2,0,1,0,3.666666667,human response,ai label,2.333333333,2.333333333,1.181818182,2,3.5,2.5,4,1.666666667,3,3,4.5,1,1.333333333,1,1
5a36d2890006450001bf1d34,1,3,5,1,1,1,42,Female,5,3,,11,1,2,2,1,5,6,4,2,3,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,5,5,5,NA,7,NA,4,5,4,NA,NA,NA,2,6,1,5,1,1,1,1,1,1,6,1,1,6,7,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,5,1,0,0,0,4,ai response,human label,1.5,NA,1,1,7,5,6,4.333333333,4,3,6.5,1,1,1,1
631e235a33040da66ddf51a1,1,2,1,1,1,1,37,Male,5,3,,10,1,3,5,2,4,3,3,1,1,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,6,6,7,NA,7,NA,6,6,6,NA,NA,NA,1,6,1,3,1,1,1,5,1,1,6,1,2,5,5,1,1,1,1,1,1,4,3,4,4,4,1,1,4,1,1,1,7,5,1,7,4,1,1,1,1,4,7,7,1,2,5,1,2,3,0,3.666666667,ai response,human label,1.166666667,NA,1.818181818,4.142857143,7,6,7,6,3.5,4,5,1,1,1,1
5b9efb73d1ff7a00013bfe84,1,7,6,4,1,2,55,female,5,"2,3",,9,1,1,1,1,7,6,2,2,1,1,7,7,4,4,2,5,4,5,5,4,3,5,5,NA,5,NA,3,NA,NA,NA,3,3,3,7,1,6,1,6,1,1,1,2,3,1,7,1,1,1,6,4,2,2,4,4,6,6,6,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,3,1,0,0,0,6,human response,ai label,0.666666667,0.666666667,1,1.857142857,4.333333333,5,4,3,4,1,1,2,3.333333333,5.75,1.5
5dd340e3e25acf34bf91032e,1,7,4,5,3,2,58,male,4,3,,10,3,2,4,1,6,5,4,3,2,1,6,7,1,4,1,5,4,3,3,4,3,5,5,NA,5,NA,5,NA,NA,NA,2,2,3,6,2,5,1,4,3,1,1,2,4,2,6,2,1,1,3,4,4,2,4,4,5,5,6,5,2,1,1,5,1,1,1,7,4,1,2,4,1,1,1,2,5,2,2,1,2,1,1,0,0,0,5.333333333,human response,ai label,0.5,1.666666667,1.181818182,4.571428571,3.666666667,5,5,2.333333333,4,1,1,2.5,4,4.75,2.5
628678ca852c5ee97a800552,1,2,1,1,3,1,37,Female,5,3,,9,2,3,5,1,5,4,3,2,2,1,6,5,2,1,1,5,6,6,4,3,2,6,6,NA,6,NA,4,NA,NA,NA,2,5,4,2,5,1,1,1,1,1,2,1,1,5,2,4,2,6,7,1,1,1,1,1,2,2,1,4,2,2,1,2,2,1,2,6,5,1,5,5,1,2,2,4,5,5,7,6,2,5,4,0,2,3,1.666666667,human response,ai label,1.666666667,1.833333333,1.909090909,4.428571429,4.333333333,6,5,3.666666667,3.5,1.5,4,1,1,1.25,1
63d40e2ebf8618778fa289f9,1,7,7,7,6,5,42,female,5,3,,10,3,2,3,1,7,7,5,6,3,NA,NA,NA,NA,NA,NA,6,7,6,6,6,5,6,7,6,NA,6,NA,5,5,5,NA,NA,NA,4,4,5,4,1,1,2,2,1,4,3,1,3,3,2,3,4,1,1,1,1,3,3,2,2,3,1,1,3,1,1,1,4,1,1,2,1,1,1,1,1,1,1,5,1,1,2,1,0,1,0,2.666666667,ai response,human label,0.666666667,NA,1.272727273,1.857142857,6,6.5,6,5,4,3,2.5,3,2,2,1
5d4c7ac3e8ec490018b0050d,3,5,4,1,4,2,64,female,3,5,Hebrew,15,1,1,3,2,4,3,3,1,1,1,6,2,1,2,1,6,6,6,6,6,5,6,5,6,NA,6,NA,5,5,5,NA,NA,NA,5,3,4,1,1,2,1,1,1,5,1,4,2,4,1,3,2,1,1,1,3,6,4,6,4,5,2,2,2,2,2,2,6,3,2,2,5,2,2,2,2,4,2,2,1,1,1,1,0,0,0,5.333333333,human response,human label,1.5,1.333333333,2.272727273,3.714285714,5.833333333,5.5,6,5,4,1,2.5,3,1.333333333,3,1.5
5efe7ad27d413c3869386ef7,1,4,4,4,1,3,24,Female,3,3,,9,4,2,3,1,5,4,6,2,5,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,NA,6,NA,6,5,7,NA,NA,NA,1,4,3,5,1,1,1,6,1,5,5,1,3,6,6,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,4,4,1,1,2,1,0,0,0,1,ai response,human label,1,NA,2,2.428571429,6,6,6,6,2.5,5.5,6,3,1,1.5,1
5ddc3ccd108b67ba3b7efa5a,1,6,1,4,1,1,54,Female,3,3,,14,2,3,5,1,7,5,6,3,6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,4,4,5,3,5,6,1,5,1,5,1,1,4,3,5,1,2,2,1,5,3,1,5,1,2,2,2,1,2,1,1,1,1,1,1,5,1,1,2,2,1,1,1,1,1,1,5,1,1,3,1,0,0,0,2,ai response,ai label,2.333333333,NA,1.181818182,1.714285714,6,6,6,4.333333333,4,1,2,4.5,4.333333333,4.25,1
5cfec17adc24bc00016efa53,1,2,1,1,1,1,37,male,5,3,,9,2,1,5,1,6,5,4,2,3,1,4,3,4,1,4,2,2,2,2,2,2,4,4,4,NA,4,NA,1,1,1,NA,NA,NA,2,4,1,2,1,1,1,2,1,1,4,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1.666666667,human response,human label,2.333333333,1.666666667,1,1.428571429,2,4,4,1,3,2,2,1,1,1,1
5fc3d41149c0c8728f07b95b,1,7,5,5,2,3,32,Male,2,3,,9,4,3,5,1,7,6,4,3,2,1,7,7,1,4,1,3,2,2,3,4,4,5,5,NA,5,NA,5,NA,NA,NA,2,2,4,7,1,7,1,7,5,2,2,5,4,1,7,1,1,1,4,7,4,1,5,7,6,6,6,4,1,1,1,5,1,1,1,4,6,1,4,1,1,1,1,6,1,1,7,1,1,7,1,0,2,0,6,human response,ai label,0.666666667,1.666666667,1.272727273,3.857142857,3,5,5,2.666666667,4,1.5,1,3,5.333333333,7,5
63101cafd1872c9ac5d04944,1,4,4,3,2,2,37,man,2,3,,15,1,1,1,1,3,4,2,2,5,NA,NA,NA,NA,NA,NA,5,4,2,2,2,2,5,6,6,NA,6,NA,3,2,3,NA,NA,NA,5,3,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,5,5,5,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,1,3,2,1,2,1,0,2,1,5,ai response,human label,0.833333333,NA,2,2.571428571,2.833333333,5.5,6,2.666666667,4,1,1,1.5,1.666666667,1.25,1.5
5ed856266cb96135ff953e31,6,2,2,2,2,2,57,Male,6,3,,9,2,3,8,1,3,2,6,4,5,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,5,5,NA,5,NA,5,NA,NA,NA,4,4,5,3,3,2,4,2,2,2,4,2,4,4,3,4,4,4,2,2,3,3,3,4,4,3,4,5,6,5,3,4,3,2,3,6,5,2,3,5,2,3,3,3,6,3,6,2,2,5,1,1,2,0,3.666666667,ai response,ai label,2.5,NA,3.181818182,4.857142857,4.666666667,5,5,4.333333333,3,4,4,3,2.666666667,2.75,2
5d5c25578af5fd0001ef3aee,3,4,3,2,2,1,42,Female,5,3,,9,4,3,6,2,5,4,3,1,2,3,5,4,2,2,2,6,6,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,5,5,5,3,5,1,1,1,1,1,6,1,1,6,1,5,6,6,1,1,1,1,1,1,3,3,3,6,6,5,5,6,2,2,2,6,4,2,6,6,2,6,4,6,6,5,6,4,5,6,4,2,2,1,3,human response,ai label,1,0.5,3.818181818,5.714285714,6,6,6,5,4,3.5,6,1,1,1,1
62730c9848db9da9ff3bf670,3,2,4,1,1,1,42,Male,6,"2,3",,9,3,4,7,3,2,4,2,2,2,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,NA,6,NA,5,5,6,NA,NA,NA,1,5,4,6,1,1,1,5,1,1,5,1,2,5,5,3,5,3,2,2,1,2,2,2,4,4,5,5,5,5,3,5,5,5,5,5,4,5,5,3,5,5,2,7,2,1,6,1,0,2,0,2,ai response,human label,0.5,NA,4.545454545,4.714285714,6,6,6,5.333333333,3,5.5,5,1,3.333333333,1.75,1
62cbf51439a76e8fccd8a495,1,7,2,2,1,2,59,Female,3,3,,9,1,3,6,1,7,6,5,3,4,1,7,7,6,2,6,7,6,6,6,6,6,6,3,6,NA,5,NA,5,5,5,NA,NA,NA,2,5,2,4,2,1,1,5,1,1,4,2,2,5,5,3,2,2,1,2,2,3,4,4,1,2,1,1,5,1,1,2,2,1,1,2,4,1,2,1,4,4,5,2,6,3,1,3,2,0,-1,3.666666667,human response,human label,1.833333333,2.333333333,1.363636364,3,6.166666667,4.5,5.5,5,3.5,4.5,5,1,2,2,1
64947980de05e8ce37b3bc98,3,5,5,4,2,2,52,male,5,3,,10,3,2,4,2,5,4,3,1,2,NA,NA,NA,NA,NA,NA,5,5,5,6,5,5,5,4,4,NA,5,NA,5,5,5,NA,NA,NA,4,5,1,3,2,3,2,3,2,3,4,1,5,4,3,4,2,3,1,2,3,5,5,5,1,3,1,1,1,3,1,1,5,4,1,1,6,2,1,1,2,6,4,4,1,1,2,1,0,0,0,5,ai response,human label,0.666666667,NA,1.454545455,3.571428571,5.166666667,4.5,4.5,5,4.5,3,3.5,2.5,2.333333333,1.75,2.5
643ebfff661435ecda5a3580,1,7,3,4,1,1,67,female,3,3,,13,4,1,3,1,6,5,3,2,2,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,NA,7,NA,7,7,6,NA,NA,NA,3,3,4,2,4,1,5,2,1,5,2,5,1,3,2,6,5,5,1,1,1,6,6,6,2,6,1,1,1,1,1,1,7,2,1,1,7,1,1,1,1,1,2,7,1,1,1,1,0,-3,0,6,ai response,human label,1,NA,1.454545455,3,7,7,7,6.666666667,3,2,2.5,5,3.666666667,3.5,1
614e7ad7ff5a0d785d5e550a,2,4,4,3,2,5,66,male,6,3,,11,3,2,2,1,6,5,3,2,2,2,6,7,6,4,7,7,7,7,7,6,6,6,6,7,NA,7,NA,5,5,5,NA,NA,NA,3,5,4,4,1,4,4,4,4,3,4,3,3,4,4,3,3,3,1,1,3,4,4,4,3,1,1,1,2,1,1,1,6,5,1,1,4,1,1,1,3,3,2,3,1,1,2,1,-2,-2,-2,4,human response,human label,1.166666667,2,1,3.714285714,6.666666667,6,7,5,4,4,4,3.5,2.333333333,2.75,4
64046e75dff33633131b49b9,7,1,1,1,7,2,37,Male,5,1,,9,1,3,8,4,5,4,2,3,1,NA,NA,NA,NA,NA,NA,7,7,6,7,7,6,6,7,NA,7,NA,6,NA,NA,NA,7,7,7,7,7,2,7,2,1,1,7,2,2,7,2,1,6,6,1,1,2,2,1,3,2,2,2,7,6,4,7,7,5,1,6,6,5,7,5,6,6,6,6,5,6,7,5,6,5,6,6,3,3,2,2,ai response,ai label,2.666666667,NA,5.363636364,6,6.666666667,6.5,6.5,7,7,7,6,1.5,1.333333333,2.25,1.5
63bc819194ca25a555eb8fb5,2,6,3,3,1,5,32,Male,2,3,,11,4,2,3,1,5,4,6,2,5,2,4,3,5,2,3,1,2,1,1,1,3,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,5,1,7,1,1,1,7,1,2,7,1,1,7,7,1,1,1,1,1,1,1,2,2,5,1,1,1,1,2,1,1,6,3,1,5,6,1,3,1,5,5,3,5,1,3,5,1,-1,1,0,1.666666667,human response,ai label,1.166666667,1.166666667,1.636363636,4.428571429,1.5,1,1,1,3,7,7,1.5,1,1,1
57e7bb4e73e67300012b8e2a,1,7,2,5,4,7,55,female,3,3,,12,2,3,4,1,7,4,6,6,5,2,6,2,5,3,3,3,3,3,2,3,3,2,4,3,NA,3,NA,2,2,5,NA,NA,NA,1,4,1,1,1,1,1,2,1,1,4,5,4,5,4,4,1,1,2,2,3,2,3,3,1,1,1,1,2,1,1,1,7,4,1,1,5,1,1,1,4,4,1,7,1,1,4,1,0,1,0,2.666666667,human response,human label,1.166666667,1.166666667,1,3.857142857,2.833333333,3,3,3,2.5,1.5,4.5,1,1.333333333,2.5,1
60353c57d8960bba881a03cb,3,6,2,5,2,2,29,male,2,3,,9,1,2,6,2,6,4,5,3,2,NA,NA,NA,NA,NA,NA,4,5,5,4,5,4,6,5,NA,4,NA,4,NA,NA,NA,3,3,3,3,4,2,1,2,2,2,1,2,2,4,3,2,3,3,4,2,2,1,2,1,5,4,4,5,5,4,4,4,4,4,4,7,4,4,5,5,4,4,4,4,5,1,1,1,1,1,1,0,0,0,4.333333333,ai response,ai label,0.666666667,NA,4.181818182,4.857142857,4.5,5.5,4,3,3.5,1,3,2,2,2,2
5dcdb60be64aaa07c14065cc,2,6,4,1,1,3,36,female,3,3,,9,4,2,2,2,4,5,3,1,2,3,5,6,1,1,2,6,6,7,5,6,6,5,7,7,NA,6,NA,5,6,6,NA,NA,NA,3,5,2,2,1,2,2,5,1,1,4,3,4,6,5,3,1,2,1,2,1,4,4,5,6,5,4,2,4,3,1,3,5,4,2,6,6,2,4,4,4,5,5,6,1,2,4,1,1,1,0,4.333333333,human response,human label,1,0.833333333,3.272727273,4.857142857,6,6,6.5,5.666666667,4,3.5,5.5,1.5,1.666666667,1.75,1.5
612682ec747ac2d5df40f7df,2,4,1,1,1,1,22,Male,3,1,,9,5,3,5,2,4,5,2,3,1,2,3,4,1,1,1,3,3,3,3,3,2,2,1,NA,2,NA,2,NA,NA,NA,4,3,3,2,5,2,5,2,1,2,2,2,3,4,1,2,4,1,2,2,2,1,1,1,2,2,3,4,4,4,3,4,3,3,3,4,4,3,4,5,3,4,3,3,5,3,5,3,1,5,2,-1,2,-1,2.333333333,human response,ai label,1.166666667,0.666666667,3.363636364,4.142857143,2.833333333,1.5,2,3.333333333,3.5,3.5,2.5,2.5,1.666666667,1.5,1.5
642954d588469609635ad049,7,1,1,1,7,1,37,Male,5,1,,9,1,3,9,7,1,1,1,4,1,7,1,1,1,1,1,7,7,7,7,7,7,7,7,NA,6,NA,6,NA,NA,NA,7,7,7,2,7,3,7,6,2,4,5,3,5,6,1,2,7,5,6,2,4,6,2,1,2,2,1,7,6,7,7,6,5,3,6,6,5,6,6,6,7,4,6,6,6,7,6,7,7,6,6,3,3,3,1.666666667,human response,ai label,0.5,1,5.727272727,6,7,7,6,7,4.5,6,6,4.5,2.666666667,2.75,2.5
5f3d6975ef131710ed519c7a,5,2,2,2,3,2,34,male,4,4,,9,5,2,4,2,4,3,3,1,2,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,6,6,NA,5,NA,6,NA,NA,NA,6,6,6,3,5,2,4,2,2,2,5,2,2,5,2,2,5,5,2,2,2,2,2,2,3,3,3,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,4,3,5,5,4,2,1,0,3,ai response,ai label,1.5,NA,4.636363636,4.857142857,5.833333333,6,5.5,6,4,4.5,5,2,2,2,2
632e9aa62793c18a857aece4,1,2,3,1,1,1,41,male,3,3,,11,3,1,3,1,5,6,3,2,2,3,5,6,4,2,3,7,7,7,7,7,7,7,7,7,NA,7,NA,7,7,5,NA,NA,NA,2,5,1,6,1,1,1,3,1,1,6,1,4,6,6,1,1,1,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,6,1,5,1,1,1,1,0,0,0,2.666666667,human response,human label,1.666666667,2.333333333,2,3.142857143,7,7,7,6.333333333,3.5,4.5,6,1,1,1,1
62cd6cf82d23617157e0d296,5,2,4,1,1,1,25,Female,5,1,,14,4,2,4,4,3,5,2,3,1,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,NA,7,NA,7,NA,NA,NA,7,7,7,1,7,1,7,1,1,1,7,1,1,7,1,7,7,7,4,1,1,1,1,1,2,2,2,5,1,1,1,5,1,1,1,7,5,1,1,5,1,1,1,1,6,2,6,7,1,1,7,3,3,3,2,ai response,ai label,1,NA,1,4.857142857,7,7,7,7,4,7,7,1,1,1,1
60a56378aa5f55ddac516adc,1,1,2,1,7,1,39,woman,6,3,,9,2,3,4,4,6,3,2,5,1,3,5,3,1,2,1,7,7,7,7,7,7,7,7,7,NA,7,NA,7,7,7,NA,NA,NA,3,5,1,2,1,1,1,4,1,1,5,2,5,5,5,1,1,1,1,1,1,5,4,5,5,1,1,1,4,1,1,1,7,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,4.666666667,human response,human label,2,2,1,3.428571429,7,7,7,7,4,3,5,1,1,1.25,1
632d1fdfc6c7b7efd9838925,4,3,3,2,2,2,33,M,4,3,,9,4,2,4,1,6,7,4,3,2,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,5,5,5,NA,5,NA,4,4,4,NA,NA,NA,3,4,2,1,2,1,1,3,1,2,3,1,3,4,4,1,1,2,1,1,1,3,3,3,3,4,3,3,4,3,3,3,5,4,4,3,4,3,3,3,3,4,3,3,3,2,2,2,0,0,0,3,ai response,human label,2.166666667,NA,3.181818182,3.857142857,6,5,5,4,3.5,2,4,1.5,1.333333333,1.5,1
64878a5d500947c9341510b8,2,4,5,6,2,4,60,female,7,3,,9,2,3,6,1,3,2,6,4,5,NA,NA,NA,NA,NA,NA,6,6,6,5,4,4,6,5,NA,5,NA,6,NA,NA,NA,5,4,4,2,5,2,5,3,1,1,5,1,1,5,2,4,6,6,4,2,1,1,2,2,3,3,3,5,5,4,2,5,4,2,4,6,4,2,5,6,2,2,2,3,6,3,5,1,1,1,1,-1,-1,-1,3,ai response,ai label,1.333333333,NA,3.090909091,5,5.166666667,5.5,5.5,4.333333333,3.5,5,6,1,1.666666667,2.25,1
60b3e6ad448226548d21fc4d,1,4,4,4,1,3,53,my sex is female,5,3,,10,3,3,5,1,3,4,6,2,5,2,3,5,6,6,6,1,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,1,1,4,4,2,6,2,5,1,2,6,4,5,6,1,3,4,6,6,7,6,6,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,-3,-3,-3,3,human response,ai label,1,2.166666667,1,1,1,1,1,1,2.5,1.5,2,5.5,6,5.25,2
62d22695270242b5b620ba4f,1,7,6,3,3,1,48,Male,3,3,,9,1,2,3,1,7,6,3,2,1,1,7,7,1,3,2,5,4,4,5,3,4,5,5,5,NA,4,NA,5,4,4,NA,NA,NA,3,4,1,1,1,3,1,1,1,4,1,4,2,2,2,3,1,1,1,1,1,3,4,4,5,3,2,3,4,2,1,3,5,5,2,3,4,2,3,1,3,5,3,5,1,1,1,1,0,0,0,3.666666667,human response,human label,0.166666667,0.666666667,2.272727273,4.428571429,4.166666667,5,4.5,4.333333333,3.5,1,2,2.5,1,1.75,2
643ebf44db98b64228ffb5a1,6,1,1,1,1,1,57,male,3,3,,13,7,3,7,1,2,3,2,1,1,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,6,7,NA,7,NA,5,5,7,NA,NA,NA,1,4,1,7,1,1,1,7,1,1,7,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,7,1,0,0,0,1,ai response,human label,1.5,NA,1,1,7,6.5,7,5.666666667,2.5,7,7,1,1,1,1
5bb8ace23ea7ed00017c9147,2,5,5,3,2,4,42,Male,5,3,,11,1,3,4,1,4,5,3,2,2,4,3,5,4,5,5,6,6,6,6,6,6,6,6,6,NA,6,NA,5,5,5,NA,NA,NA,2,5,2,5,1,1,1,4,1,4,6,2,2,6,5,2,2,2,3,2,3,4,5,5,4,2,1,1,2,1,1,1,2,5,1,4,5,1,1,1,1,2,2,4,1,1,2,1,0,2,0,4.666666667,human response,human label,0.666666667,1.5,1.363636364,3,6,6,6,5,3.5,4.5,5.5,2.5,2,2,1
63d13d00a2e69ec8e1956a07,1,5,1,1,1,1,30,Male,2,5,Mixed,11,6,1,2,1,6,5,3,2,2,2,3,5,3,3,3,7,7,7,7,7,7,7,7,7,NA,7,NA,4,4,5,NA,NA,NA,2,2,1,1,3,1,1,2,1,1,1,3,4,2,2,1,1,1,1,2,1,6,5,6,5,1,3,1,5,1,1,1,5,3,1,2,2,1,1,3,6,6,4,7,3,1,7,1,0,2,0,5.666666667,human response,human label,1.5,2.166666667,1.454545455,4.571428571,7,7,7,4.333333333,2,1.5,2,1,1.333333333,2,1
5850d667b64b9e00017cb722,1,3,2,6,2,3,62,male,3,3,,15,2,2,4,1,4,3,6,2,5,1,6,1,5,2,1,6,6,6,6,6,6,6,6,6,NA,6,NA,5,5,5,NA,NA,NA,4,5,2,3,3,1,1,5,1,2,4,1,1,5,5,1,1,1,1,1,1,4,3,4,4,2,3,2,3,3,1,2,5,4,3,2,1,2,3,2,3,5,3,4,1,1,1,1,1,2,0,3.666666667,human response,human label,0.666666667,1.166666667,2.272727273,3.571428571,6,6,6,5,4.5,4,5,1.5,1,1.75,1
