id,user_id,conversation_id,validating_emotions,validating_emotions_example,encouraging_elaboration,encouraging_elaboration_example,demonstrating_understanding,demonstrating_understanding_example,self_oriented,self_oriented_example,advice_giving,advice_giving_example,dismissing_emotions,dismissing_emotions_example,time_created
435,5a5975d6ad84a4e7814f7661e99121b9,20241031143614621777,3,I'm sure it does feel really daunting.,3,Do you think you need more time to process emotionally before moving forward?,3,"I'm sure that was so difficult, even if you did feel it coming.",3,I would feel the same way.,2,Do you think you need more time to process emotionally before moving forward?,2,I think you are amazing,2024-12-26 18:27:11.955759
437,8b0c742d3275b7576ca2f32089e71798,20241031142343248156,3,"Believe me, I know how scary it is. One of my friends actually found the doctor and made the appointment for me. Do you want me to help you and do that or something similar?
",2,"Believe me, I know how scary it is. One of my friends actually found the doctor and made the appointment for me. Do you want me to help you and do that or something similar?
",2,"Believe me, I know how scary it is. One of my friends actually found the doctor and made the appointment for me. Do you want me to help you and do that or something similar?
",2,"Believe me, I know how scary it is. One of my friends actually found the doctor and made the appointment for me. Do you want me to help you and do that or something similar?",4,"I am always an open ear, especially for mental health because I get it. Just a heads up, once you take the first step and go to the doctor, they will recommend a therapist. Don't be anxious about it, they are great and virtual now too so you can do it from anywhere",2,"And please let me know if you have any questions about any of it, or just need someone to come sit on the couch with you to watch TV and drink wine because sometimes that is what is needed!",2024-12-26 18:27:31.237023
439,e53c37b873b301dbcd8f711d8861654b,20241031145659196118,2,that really is unfortunate.,4,You said you anticipated it coming - have you begun applying to other places?,2,You said you anticipated it coming - have you begun applying to other places?,2,"I lost my job similarly recently, so I get it.",2,It's an opportunity to start fresh at a more stable workplace,1,That's understandable.,2024-12-26 18:27:43.236825
440,91224d6a5e74767b9646d1b1202b7dfc,20241031150257546670,5,"I definitely can see why you feel that way, hows the family feeling about it? Don't worry, it's normal to feel like you may never find a balance during times like this, but rest assured you will. Yep, one step at a time, one day at a time :)",4,whats been going on?  hows the family feeling about it? How much working have you been doing?,2,it's normal to feel like you may never find a balance during times like this,1,NA,2,you just need to find a balance,1,NA,2024-12-26 18:27:58.731293
444,c1ea310c3c0f84d69f4163d26ec29972,20241031150257546670,5,"Yep, one step at a time, one day at a time :)
",5,"Aw, that sucks! I definitely can see why you feel that way, hows the family feeling about it?
",5,"Don't worry, it's normal to feel like you may never find a balance during times like this, but rest assured you will
",1,"Yep, one step at a time, one day at a time :)
",1,"Yep, one step at a time, one day at a time :)
",1,"Yep, one step at a time, one day at a time :)
",2024-12-26 18:28:15.378672
449,8cba63eafca9629f47e8110d5587ae32,20241031150257546670,2,"Aw, that sucks! I definitely can see why you feel that way, hows the family feeling about it?",3,whats been going on?,1,NA,1,NA,4,"That definitely makes sense, I'm sorry you're feeling this way and I hope it gets on course soon, you just need to find a balance",2,"Don't worry, it's normal to feel like you may never find a balance during times like this, but rest assured you will",2024-12-26 18:28:40.181379
452,b9ac7bb507fe3b7871b26e0b56518d6e,20241031144657019855,5,"i understand how you feel and i really think you should take it easy on yourself, trust me you doing great. its also a good thing to feel this way because it helps you to get yourself a way out and be strong to face any other challenges",4,do you have any idea or way you think you can work this out,2,really i can imagine that.,5,whats making you feel this way,5,whats going my friend am here for you,5,do you have any idea or way you think you can work this out,2024-12-26 18:29:03.169705
454,90fb08a8f042fa876d0e5485ac54d9a8,20241031142326744348,1,NA,3,Is something stopping you from changing this?,1,NA,1,NA,5,Quit,1,NA,2024-12-26 18:29:16.967646
455,5eb0817a152f8d4b7dcf5a769200f25c,20241031145659196118,2,"That's understandable. But to look on the bright side, it seems that company was having a rough time if there were budget cuts. It's an opportunity to start fresh at a more stable workplace",3,I see. that really is unfortunate. You said you anticipated it coming - have you begun applying to other places? Maybe you could obtain a similar role elsewhere,3,"That's understandable. But to look on the bright side, it seems that company was having a rough time if there were budget cuts. It's an opportunity to start fresh at a more stable workplace",3,"I lost my job similarly recently, so I get it. What was your position / role?",1,"That's understandable. But to look on the bright side, it seems that company was having a rough time if there were budget cuts. It's an opportunity to start fresh at a more stable workplace",4,"That's understandable. But to look on the bright side, it seems that company was having a rough time if there were budget cuts. It's an opportunity to start fresh at a more stable workplace",2024-12-26 18:29:17.262434
457,bb0cd088636d746538bb33872c3b84db,20241031142609584451,1,na,5,"can you tell me more about that?, when did this start?, do you think the promotion is the cause behind it?, if you are to describe the emotion with one word, what will it be?",1,na,1,na,4,I feel you should try mindfullness meditation. It will help to take a step back from everything,1,na,2024-12-26 18:29:21.306442
459,67db741b541e75ef3478f38681e8c19d,20241031142326744348,2,"Every morning when you wake up, you either recommit to this life or plan to start another. Which one do you prefer",2,You seem to always put people first over yourself.,3,You seem to always put people first over yourself.,1,Sounds like you lack purpose.,2,Quit,2,Sounds like you lack purpose.,2024-12-26 18:29:32.636748
460,b0bcb1ad8c3f1e429022b5075b46c384,20241031144657019855,4,"""really i can imagine that.""",5,"""whats making you feel this way""",5,"""do you have any idea or way you think you can work this out""",1,the supporter didnt shift the focus to themselves,5,"""i understand how you feel and i really think you should take it easy on yourself, """,1,supporter didnt dismiss partners emotions,2024-12-26 18:29:37.755570
461,63c2891bdd8fa4f99df58d177ba87a1e,20241031142343248156,4,"And please let me know if you have any questions about any of it, or just need someone to come sit on the couch with you to watch TV and drink wine because sometimes that is what is needed!",4,Are you seeing a doctor? Or a therapist?,4,"There is absolutely NOTHING wrong with admitting you need help, although it is the first and hardest step to take. I went to the doctor and they put me on medicine a year ago and it's been the best thing to ever happen to me. There's such a stigma around meds but they really work well",2,"Believe me, I know how scary it is. One of my friends actually found the doctor and made the appointment for me. Do you want me to help you and do that or something similar?",1,"Wow, I could have typed exactly the same thing! But you know what has really helped me?",1,"NA
",2024-12-26 18:29:40.049703
462,13c3f054da95d50aaf2357ac9b45c751,20241031144225966527,4,"Please be kind to yourself and give yourself grace. I know it does not seem like things will be okay, but they definitely will get better. Prioritizing yourself can be hard but, take one step at a time. Take a walk and clear your mind, maybe that would be a good start? ",4,What exactly is going on if you don't mind me asking and how do you need me to show up for you during this time? ,3,Don't every feel like you are letting ANYONE down. You're mental health is the most important out of everything. You can't show up in the areas that you need to if you are not in the best space.,3,I hate to hear this. Do you need me to just listen right now? ,4,"Please be kind to yourself and give yourself grace. I know it does not seem like things will be okay, but they definitely will get better. Prioritizing yourself can be hard but, take one step at a time. Take a walk and clear your mind, maybe that would be a good start?",3,Don't every feel like you are letting ANYONE down. You're mental health is the most important out of everything. You can't show up in the areas that you need to if you are not in the best space. ,2024-12-26 18:29:43.191578
463,3dace051807cce3408d1d772793a05e9,20241031150257546670,5,"Don't worry, it's normal to feel like you may never find a balance during times like this, but rest assured you will",5,How much working have you been doing?,3,"Yep, one step at a time, one day at a time :)",1,"Aw, that sucks! I definitely can see why you feel that way, hows the family feeling about it?",4,"That definitely makes sense, I'm sorry you're feeling this way and I hope it gets on course soon, you just need to find a balance",1,"Don't worry, it's normal to feel like you may never find a balance during times like this, but rest assured you will",2024-12-26 18:29:43.653160
465,4604a88d95b72c1986baa3206f7d0787,20241031142631374406,2,"I understand, it sucks.",1,NA,3,"You should acknowledge that you yourself know how long and hard you worked...
Thats good to take time to process things.
",1,NA,4,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. ",4,That’s alright. ,2024-12-26 18:29:51.264822
468,43f4c3077bee04b69a0a5026b78ff30b,20241031145619979111,5,"I am sorry, I get feeling stuck. What do you think you need right now to help you work through this time?",4,I am so sorry to hear this. I understand how devastating this can be. Do you want a listening ear?,2,"I am sorry, I get feeling stuck. What do you think you need right now to help you work through this time?",2,"I am sorry, I get feeling stuck. What do you think you need right now to help you work through this time?",2,Know that you are extremely hardworking and that your hard work will eventually pay off. This is just a setback for a major comeback. Do not allow it to tear you down.,1,N/A,2024-12-26 18:30:11.609209
469,8e615eae859dd6f7d7068f1a28132cdf,20241031143018571296,3,I totally get it.,2,What is going on in your life?,1,n/a,5,I totally get it. I have the same issues sometimes.,5,Have you tried exercise and dieting. It could be why you are not feeling energized.,2,Have you tried exercise and dieting.,2024-12-26 18:30:11.868429
471,36ae992e5c1d08afca0dcf17f2969d3f,20241031143018571296,4,I totally get it. I have the same issues sometimes.,5,I'm sorry. I know the feeling I have been there before. What is going on in your life?,4,I totally get it. I have the same issues sometimes.,4,I totally get it. I have the same issues sometimes.,4,I think you should see a doctor. They may be able to see if there is another problem with you physically.,4,Have you tried exercise and dieting. It could be why you are not feeling energized.,2024-12-26 18:30:18.181704
477,dc0df9046380cce4d37d520eeac7ffd6,20241031142343248156,3,"I'm sorry, has something changed or happened?",4,"I'm sorry, has something changed or happened?
",4,"Believe me, I know how scary it is",4,"Believe me, I know how scary it is. One of my friends actually found the doctor and made the appointment for me.",4, went to the doctor and they put me on medicine a year ago and it's been the best thing to ever happen to me. ,3,"There is absolutely NOTHING wrong with admitting you need help, although it is the first and hardest step to take",2024-12-26 18:30:39.808161
479,650df278b415e5ffbefd21a3e0145fff,20241031145619979111,4,It is not out of the ordinary to feel frustrated when things don't go as well as we want them to.,4,What other ways can you work towards that promotion?,4,I understand how devastating this can be.,2,"I am sorry, I get feeling stuck. ",1,Do you want suggestions to ease your mind?,1,It is not out of the ordinary to feel frustrated when things don't go as well as we want them to.,2024-12-26 18:30:41.379908
482,91224d6a5e74767b9646d1b1202b7dfc,20241031143614621777,5,"I'm sure that was so difficult, even if you did feel it coming. I am willing to do whatever would help you get through this difficult time. I'm sure it does feel really daunting. I would feel the same way.",4,Do you want to talk about it? Do you think you need more time to process emotionally before moving forward?,3,I think it is very smart to make sure to take the time to mourn something that was so important to you.,2,I would feel the same way.,2,I think it is very smart to make sure to take the time to mourn something that was so important to you.,1,NA,2024-12-26 18:31:05.582571
483,12d7a7d28c4b9089e2cf88ba04077625,20241031143614621777,5,"I'm sure that was so difficult, even if you did feel it coming. I would feel the same way.

I'm sure it does feel really daunting. I would feel the same way. Do you think you need more time to process emotionally before moving forward?

I think it is very smart to make sure to take the time to mourn something that was so important to you. I am here whenever you need me.

That sounds like a great idea. And if you want to vent more about it, I am here.",5,"Do you think you need more time to process emotionally before moving forward?
And if you want to vent more about it, I am here.
",3,I think it is very smart to make sure to take the time to mourn something that was so important to you.,1,There is no example of this.,1,There is no example of this.,1,There is no example of this.,2024-12-26 18:31:12.521805
484,cc654b59e5de9cddd1ac507f5234da23,20241031143028878832,2,"""I’m here for you""",1,"""Pray to god to for guidance""",2,"""Seems like this person need to find their way.""",2,"""I’m here for you""",5,"""Pray to god to for guidance""",3,Seems like this person need to find their way.,2024-12-26 18:31:15.357646
487,b9ac7bb507fe3b7871b26e0b56518d6e,20241031144856903579,4,im so sorry to hear about that. Do you wanna talk about what happened?,5,"Dont worry too much you will. Just spend some time thinking about what you wanna do, make lists, write in a journal",4,"I'm here to help you if needed. I know it can be hard, but everything will be okay",5,"I'm here to help you if needed. I know it can be hard, but everything will be okay",4,Have you applied to any other jobs?,5,I'm sure you will. Youre smart and amazing. You'll figure everything out,2024-12-26 18:31:39.547510
489,2250c3942253568fbb7ec2f8921df630,20241031142609584451,2,have you every tried taking a step back from everything and re caliberate? ,4,do you think the promotion is the cause behind it? ,2,"if you are to describe the emotion with one word, what will it be?",1,can you tell me more about that? ,3,have you every tried taking a step back from everything and re caliberate? ,2,have you every tried taking a step back from everything and re caliberate? ,2024-12-26 18:31:43.330423
490,e959c95462b1736e226054fd0e4ec260,20241031143028878832,1,No validation and not feeling heard at all,1,Didnt seem to be into what they were saying or feeling.,1,"Nope, not sympathetic or caring.",1,"Just ignored them and their issues, really.",4,Yes things that the partner didnt care to hear or do.,5,Yes very dismissive.,2024-12-26 18:31:46.974766
494,d30d189f11655585f33ad0c9424012e2,20241031143018571296,4,I totally get it. I have the same issues sometimes.,5,I'm sorry. I know the feeling I have been there before. What is going on in your life?,3,You can and You will. It just takes time to get adjusted to changes. Try working on a schedule.,4,I totally get it. I have the same issues sometimes.,5,I think you should see a doctor. They may be able to see if there is another problem with you physically.,2,Have you tried exercise and dieting. It could be why you are not feeling energized.,2024-12-26 18:31:53.138609
495,817c836befe92746ee9b2b5271a920b6,20241031145640298594,5,"That sounds like a really tough thing to have to go through and only compounds with your stress about work, I'm really sorry to hear that.",5,Would you like to elaborate on why you feel failure?,4,It can be tough getting even a second to yourself when you take on new responsibilities.,1,no example,2,"It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are!",1,The supporter never dismissed the partner’s emotions,2024-12-26 18:31:53.572612
499,20ec1542aae6eb73675a0a0f3157e5ec,20241031144856903579,4,"I understand the feeling. Must of kind of hurt too, huh? Seeing all that hard work you put in go out the door.",5,im so sorry to hear about that. Do you wanna talk about what happened?,4,"I understand the feeling. Must of kind of hurt too, huh? Seeing all that hard work you put in go out the door.",1,I'm sure you will. Youre smart and amazing. You'll figure everything out,5,"Dont worry too much you will. Just spend some time thinking about what you wanna do, make lists, write in a journal",4,"Dont worry too much you will. Just spend some time thinking about what you wanna do, make lists, write in a journal",2024-12-26 18:32:15.376009
506,356bd737ba6e9cfc64c6c0d6de0a4dac,20241031143018571296,4,I'm sorry. I know the feeling I have been there before. I totally get it. I have the same issues sometimes. ,4,What is going on in your life? Have you tried exercise and dieting. ,2,I have the same issues sometimes. ,3,I know the feeling I have been there before. I have the same issues sometimes. ,5,It just takes time to get adjusted to changes. Try working on a schedule. Have you tried exercise and dieting. It could be why you are not feeling energized. I think you should see a doctor. ,1,No example where the supporter dismissed their partner's emotions.,2024-12-26 18:32:34.161331
508,2b3d1da4a4470311b7adf8a74c58f3aa,20241031144856903579,5,"I understand the feeling. Must of kind of hurt too, huh? Seeing all that hard work you put in go out the door.
",5,"im so sorry to hear about that. Do you wanna talk about what happened?
",2,"I understand. Take some time away and process everything. Get all your eggs in one basket and see whats out there.
",1,"I'm sure you will. Youre smart and amazing. You'll figure everything out
",2,"Dont worry too much you will. Just spend some time thinking about what you wanna do, make lists, write in a journal
",2,Dont worry too much you will.,2024-12-26 18:32:41.756346
513,90fb08a8f042fa876d0e5485ac54d9a8,20241031145710438129,3,"To be honest, your approach is so amazing and a testament to how strong you are",5, what happens if your approach suffers a setbac,4,There you go. I agree with you that you need to reflect on what you want in your next role so its way better than this one,1,NA,1,NA,1,NA,2024-12-26 18:32:58.173455
516,db6185ac4f393e8ac40a1e2dea713bf4,20241031143028878832,1,Seems like this person need to find their way.,1,Seems like this person need to find their way.,1,Pray to god to for guidance,2,I’m here for you,5,"Pray to god to for guidance, and There ways to help you feel better such as reading or go to a park",5,Seems like this person need to find their way.,2024-12-26 18:33:05.608353
518,6c8227563df9cc321e4c8af2ea0f7ea5,20241031142343248156,5,"Wow, I could have typed exactly the same thing! But you know what has really helped me?",5,"I'm sorry, has something changed or happened?",4,"There is absolutely NOTHING wrong with admitting you need help, although it is the first and hardest step to take. I went to the doctor and they put me on medicine a year ago and it's been the best thing to ever happen to me. There's such a stigma around meds but they really work well",4,"Believe me, I know how scary it is. One of my friends actually found the doctor and made the appointment for me. Do you want me to help you and do that or something similar?",1,na,1,na,2024-12-26 18:33:07.224074
520,3dace051807cce3408d1d772793a05e9,20241031141852450492,5,"I totally get that, it's hard to not think about something happening that is totally beyond your control. I think if you continue working just as hard as you have been, eventually they will appreciate you more. And if they don't, there's always other jobs!
",3,"Of course, I am always hear for a vent session or a chat. I may not give the best advice, but I do try!",4,"It's like when you want to send a mean, rude email and you just have to type it out, come back to it later and make it nicer and professional to send haha",5,Completely understand. That's how I feel applying to jobs right now - so many rejections for jobs that I KNOW I would be good at,3,We should grab drinks and drown our sorrows together lol,3,"I promise, your hard work will get noticed eventually. They will regret not giving you that promotion!\",2024-12-26 18:33:17.221881
521,43f4c3077bee04b69a0a5026b78ff30b,20241031144011171565,3,Is there anything that made you feel this way in particular? I’m so sorry you’re feeling like this.,2,Is there anything that made you feel this way in particular? I’m so sorry you’re feeling like this.,1,N/A,2,"I’m glad I can help, hopefully everything will sort itself out.",1,N/A,1,N/A,2024-12-26 18:33:20.067580
524,dc0df9046380cce4d37d520eeac7ffd6,20241031145117414259,4,"Man, I'm sorry. You definitely deserve it. ",4,What was the promotion for? ,3,You certainly have been there a long time and are one of their top workers.,5,"I just got passed up on a promotion last year... It felt pretty painful, too.",2, I know that you're going to end up getting an even better spot.,2, I wouldn't give up just yet.,2024-12-26 18:33:29.431821
527,a0835ee29fe9d4c08a3de32895f3e7cb,20241031142609584451,1,No validating language was used by the supporter in this interaction.,4,"""If you are to describe the emotion with one word, what will it be?""",1,The supporter mostly asked questions and didn't say much to express understanding or validation.,1,They didn't offer much other than questions.,4,"""I feel you should try mindfullness meditation. It will help to take a step back from everything""",2,"""have you tried to actually talk to the people you care about?""",2024-12-26 18:33:39.772949
529,a4ec11e23176538f6d3be97d926d8dcc,20241031144657019855,2,really i can imagine that.,4,"do you have any idea or way you think you can work this out
",2,"i understand how you feel and i really think you should take it easy on yourself, trust me you doing great.",1,NA,2,"i understand how you feel and i really think you should take it easy on yourself, trust me you doing great.",1,NA,2024-12-26 18:33:48.554986
530,55e2bb62e406a75a7cca8bea44d3eaa2,20241031142631374406,2,"I understand, it sucks.",2,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride.",2,"I understand, it sucks. But part of life is understanding that sometimes you will be in situations where you’re unappreciated and that your efforts were legitimately just for nothing.",2,Yay! I’m glad I can help. ,2,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated.",2,"I understand, it sucks. But part of life is understanding that sometimes you will be in situations where you’re unappreciated and that your efforts were legitimately just for nothing.",2024-12-26 18:33:50.893247
533,e712eff31f48acf0ecedb55c0951a381,20241031142631374406,3,"I understand, it sucks. But part of life is understanding that sometimes you will be in situations where you’re unappreciated and that your efforts were legitimately just for nothing. It doesn’t mean it wasn’t important to experience and learn and apply your skills. Life is also about letting go and knowing you can do better and be confident in your own skills.",1,None,3,Thats good to take time to process things. I think you should do exactly as you outlined and everything will be okay.,3,Yay! I’m glad I can help. Just know better days are coming.,4,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride.",3,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride.",2024-12-26 18:34:23.327257
534,b0bcb1ad8c3f1e429022b5075b46c384,20241031141852450492,5,"ugh i'm so sorry, you were working so hard to get that",1,supporter doesnt ask any questions,5," promise, your hard work will get noticed eventually. They will regret not giving you that promotion!",2,That's how I feel applying to jobs right now - so many rejections for jobs that I KNOW I would be good at,4," I think if you continue working just as hard as you have been, eventually they will appreciate you more",1,We gotta stick together in this crazy world!,2024-12-26 18:34:23.627780
537,e5d23a6d2fc9c008a01f788eb8e63ba9,20241031144011171565,4,"This is a very overwhelming and stressful situation, so I understand how you’re feeling.",3,Is there anything that made you feel this way in particular?,3,". I hope you know you’re not alone in this and there are solutions to this problem, even if they aren’t clear right now. Stress is normal in new positions at work and so is the ability to sus out a new work-life balance during it.",1,NA,3,"Even if you can’t find that balance now or even ‘soon,’ you will eventually and that is the most important part. This is a very overwhelming and stressful situation, so I understand how you’re feeling.",2,"Even if you can’t find that balance now or even ‘soon,’ you will eventually and that is the most important part",2024-12-26 18:34:27.779595
540,bcd46a2643e266b8ae9399c0a0f3ea84,20241031145710438129,3,here you go. I agree with you that you need to reflect on what you want in your next role so its way better than this one. Do you mind sharing what you look forward to in your next role?,4,"In as much as things could get tough from here, what happens if your approach suffers a setback",3,"In as much as things could get tough from here, what happens if your approach suffers a setback",2,And how do you plan on scaling this new challenge,4,"To be honest, your approach is so amazing and a testament to how strong you are",3,And how do you plan on scaling this new challenge,2024-12-26 18:34:38.530044
542,90fb08a8f042fa876d0e5485ac54d9a8,20241031142631374406,1,NA,1,Na,1,NA,1,NA,5,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride.",5,That’s alright.,2024-12-26 18:34:44.645631
543,8c78d4591fd6e6761b8b20d06d0ad5a3,20241031145117414259,4,"I feel that. Man, I feel let-down for you... I wish there was something I could say. Do you think you'll keep your position there now?",5,"Man, I'm sorry. You definitely deserve it. I wouldn't give up just yet. Who ended up getting the position? Are you feeling okay?",3,"eah, take some time to think about it. You can call me or text me any time. I feel like I'm going through this with you.",4,"Well, I can understand that. When I didn't get my promotion I was really upset with my co-worker that got it. But, I watched how good he was and knew he deserved it as much as I did. We're friends now, believe it or not. I know that you're going to end up getting an even better spot.",1," feel that. Man, I feel let-down for you... I wish there was something I could say. Do you think you'll keep your position there now?
",1,I know you'll be able to figure out the right thing. I support you either way. You certainly have been there a long time and are one of their top workers.,2024-12-26 18:34:49.450421
544,fae12225574e2ef56478d5e29f716750,20241031142631374406,3,Thats good to take time to process things. I think you should do exactly as you outlined and everything will be okay.,4,Thats good to take time to process things. I think you should do exactly as you outlined and everything will be okay.,4,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride.",1,"That’s alright. You’ll have more opportunities in the future, you obviously have the vigor and motivation to keep making efforts to eventually get to a position you deserve to be in.",1,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride.",1,Thats good to take time to process things. I think you should do exactly as you outlined and everything will be okay.,2024-12-26 18:34:50.096261
545,da33a782b8251d4fd4eab9f36fd02691,20241031145640298594,5,"I've gone through this before and know that it can be a difficult situation to navigate. Do you feel that this has come on for any specific reason, or have you just not been feeling yourself lately?
",5,"Would you like to elaborate on why you feel failure?
",5,"I'm sorry to hear that you aren't getting to spend as much time with your family, and that it's making you feel guilty. Has anyone in your family expressed any negative emotion regarding to you working more?
",1,"I understand that. I'm here to listen, you don't have to go through this alone!
",1,"It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are! I'm sorry to hear that the pressure of your new position has been getting to you. Do you want advice, or would you like for me to listen?
",1,"That sounds like a really tough thing to have to go through and only compounds with your stress about work, I'm really sorry to hear that.
",2024-12-26 18:34:55.728663
546,67db741b541e75ef3478f38681e8c19d,20241031142631374406,4,"I understand, it sucks. But part of life is understanding that sometimes you will be in situations where you’re unappreciated and that your efforts were legitimately just for nothing. It doesn’t mean it wasn’t important to experience and learn and apply your skills. Life is also about letting go and knowing you can do better and be confident in your own skills.",4,Thats good to take time to process things. I think you should do exactly as you outlined and everything will be okay.,3,Yay! I’m glad I can help. Just know better days are coming.,1,Yay! I’m glad I can help. Just know better days are coming.,4,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride",1,Thats good to take time to process things. I think you should do exactly as you outlined and everything will be okay.,2024-12-26 18:35:04.866773
547,8e615eae859dd6f7d7068f1a28132cdf,20241031141852450492,4,"ugh i'm so sorry, you were working so hard to get that
",3,"Of course, I am always hear for a vent session or a chat.",3,"It's like when you want to send a mean, rude email and you just have to type it out, come back to it later and make it nicer and professional to send haha
",3, That's how I feel applying to jobs right now - so many rejections for jobs that I KNOW I would be good at,3," I think if you continue working just as hard as you have been, eventually they will appreciate you more. ",1,n/a,2024-12-26 18:35:05.352798
548,d30d189f11655585f33ad0c9424012e2,20241031142631374406,4,"hat’s alright. You’ll have more opportunities in the future, you obviously have the vigor and motivation to keep making efforts to eventually get to a position you deserve to be in.",1,NA,5,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride.",3,Yay! I’m glad I can help,5,Thats good to take time to process things. I think you should do exactly as you outlined and everything will be okay.,5,"That’s alright. You’ll have more opportunities in the future, you obviously have the vigor and motivation to keep making efforts to eventually get to a position you deserve to be in.",2024-12-26 18:35:10.262755
552,579f4fbab35b91fdb7d688371c2f8c8b,20241031144011171565,4,"That’s really difficult. I hope you know you’re not alone in this and there are solutions to this problem, even if they aren’t clear right now. Stress is normal in new positions at work and so is the ability to sus out a new work-life balance during it.",2,Is there anything that made you feel this way in particular? I’m so sorry you’re feeling like this.,2,"That’s really difficult. I hope you know you’re not alone in this and there are solutions to this problem, even if they aren’t clear right now. Stress is normal in new positions at work and so is the ability to sus out a new work-life balance during it.",1,"You will, and I’ll help you through this as well, whatever it takes to get you to feel normal again.
",1,"Even if you can’t find that balance now or even ‘soon,’ you will eventually and that is the most important part. This is a very overwhelming and stressful situation, so I understand how you’re feeling",1,"That’s really difficult. I hope you know you’re not alone in this and there are solutions to this problem, even if they aren’t clear right now. Stress is normal in new positions at work and so is the ability to sus out a new work-life balance during it.",2024-12-26 18:35:39.566764
553,4864d7f2a1e0a44e8880c48d8ed204f4,20241031144657019855,3,really i can imagine that.,4,"what's making you feel this way
do you have any idea or way you think you can work this out",1,NA,1,NA,3,"i understand how you feel and i really think you should take it easy on yourself, trust me you doing great. its also a good thing to feel this way because it helps you to get yourself a way out and be strong to face any other challenges",1,NA,2024-12-26 18:35:39.691917
556,dc0df9046380cce4d37d520eeac7ffd6,20241031145640298594,5,"That sounds like a really tough thing to have to go through and only compounds with your stress about work, I'm really sorry to hear that.
",4," Do you feel that this has come on for any specific reason, or have you just not been feeling yourself lately?",5,"I'm sorry to hear that you aren't getting to spend as much time with your family, and that it's making you feel guilty",4,I've gone through this before and know that it can be a difficult situation to navigate,4,I've gone through this before and know that it can be a difficult situation to navigate.,2,"It can be tough getting even a second to yourself when you take on new responsibilities.
",2024-12-26 18:35:47.043160
558,3dace051807cce3408d1d772793a05e9,20241031145117414259,5,"I feel that. Man, I feel let-down for you... I wish there was something I could say. Do you think you'll keep your position there now?",4,"Man, I'm sorry. You definitely deserve it. I wouldn't give up just yet. Who ended up getting the position? Are you feeling okay?",5,"Well, I can understand that. When I didn't get my promotion I was really upset with my co-worker that got it. But, I watched how good he was and knew he deserved it as much as I did. We're friends now, believe it or not. I know that you're going to end up getting an even better spot.",4,"Oh, no. I'm so sorry. What was the promotion for? I just got passed up on a promotion last year... It felt pretty painful, too. Tell me more.",3,"Yeah, take some time to think about it. You can call me or text me any time. I feel like I'm going through this with you.",2,I know you'll be able to figure out the right thing. I support you either way. You certainly have been there a long time and are one of their top workers.,2024-12-26 18:35:54.889206
561,f0cc500ef08d1658cbb9ec53e8b61fa4,20241031144657019855,3,really i can imagine that.,4,whats making you feel this way,4,"
i understand how you feel and i really think you should take it easy on yourself, trust me you doing great. its also a good thing to feel this way because it helps you to get yourself a way out and be strong to face any other challenges",1,NA,2,its also a good thing to feel this way because it helps you to get yourself a way out and be strong to face any other challenges,1,NA,2024-12-26 18:35:57.808766
